P1_001N,P13_001N,P11_001N,P11_002N,P11_005N,P11_006N,P11_008N,geo_id
17,13.5,8,0,0,7,1,421010174002010
34,54.5,30,3,2,25,0,421010174002011
62,27.5,41,0,11,3,27,421010356022004
244,36.6,199,0,143,8,48,421010356022001
29,50.5,25,4,21,0,0,421010356022002
109,47.6,87,1,74,1,7,421010356022003
24,48.5,23,5,9,4,3,421010356022005
188,53.5,158,2,122,0,33,421010356022006
54,44.5,50,4,38,3,4,421010356022007
71,35.8,59,2,41,0,16,421010356022008
463,35.1,371,16,220,93,32,421010356022009
164,37.0,114,5,88,2,18,421010356022010
45,47.5,32,3,27,2,0,421010356022011
44,36.6,29,0,27,0,0,421010356022012
58,57.8,43,5,37,0,1,421010356022013
128,30.2,99,8,78,2,8,421010356022014
145,33.2,109,11,79,6,13,421010356022015
120,50.5,112,2,67,38,5,421010356022016
17,66.8,14,0,10,0,3,421010356022017
93,49.8,68,6,52,2,6,421010356022018
33,32.9,26,0,7,1,17,421010356022019
15,35.5,13,4,3,0,5,421010356022020
32,17.0,14,1,0,0,9,421010356022021
22,44.0,19,8,8,1,2,421010356022022
40,49.5,36,1,2,0,32,421010356022023
29,40.8,22,0,2,1,15,421010356022024
336,35.9,254,4,143,7,91,421010357011000
294,35.5,234,9,140,7,72,421010357011001
215,50.3,185,13,99,8,64,421010357011002
259,38.9,198,8,117,1,53,421010357011003
125,62.7,98,9,60,9,20,421010357011004
124,28.7,93,11,28,0,52,421010357011005
140,45.0,114,13,49,9,39,421010357011006
146,43.7,130,15,84,5,7,421010357011007
416,40.0,350,17,259,21,34,421010357011008
248,32.7,193,3,90,8,84,421010357011009
171,39.4,125,5,3,115,0,421010119005000
89,51.9,71,0,2,68,0,421010119005001
73,41.9,60,0,0,60,0,421010119005002
62,50.3,48,0,0,45,0,421010119005003
81,43.8,62,2,0,59,0,421010119005004
100,45.0,86,0,1,83,0,421010119005005
276,40.3,245,1,64,169,11,421010120001000
37,31.9,32,7,1,15,5,421010120001001
108,40.3,94,3,11,75,4,421010120001002
58,46.3,51,0,4,35,6,421010120001003
27,55.5,24,3,11,9,0,421010120001004
51,35.8,44,0,18,26,0,421010120001005
203,19.3,203,16,125,6,53,421010120001006
52,43.0,38,3,10,22,2,421010120001007
48,31.0,41,1,5,31,0,421010120001008
46,42.0,32,0,14,11,0,421010120001009
251,19.3,248,25,148,8,64,421010120001010
39,53.8,37,6,3,26,0,421010120001011
18,37.5,14,1,0,8,3,421010120001013
65,38.2,49,1,0,44,4,421010120001014
50,55.0,40,1,1,33,1,421010120001015
122,51.5,107,4,26,74,3,421010120001016
218,35.5,203,6,38,123,30,421010120001017
45,55.6,38,3,0,34,0,421010120001018
71,50.4,61,1,14,37,8,421010120001019
35,38.5,27,4,0,18,0,421010120001020
62,50.8,52,2,12,37,0,421010120001021
9,73.1,9,0,4,4,0,421010120001022
71,37.6,58,5,44,0,2,421010158002001
148,33.8,118,3,114,0,0,421010158001014
105,36.3,89,1,81,0,5,421010158001015
66,41.2,57,1,53,0,0,421010158002000
58,32.8,53,7,38,3,0,421010158002002
80,35.5,67,3,60,0,2,421010158002003
31,39.1,26,0,24,1,0,421010158002004
39,69.5,39,1,38,0,0,421010158002005
53,35.1,41,6,31,0,4,421010158002006
62,30.0,57,1,50,0,2,421010158002007
12,34.3,9,1,5,0,0,421010158002008
95,33.5,78,4,74,0,0,421010158002009
164,34.3,136,8,120,0,7,421010158002010
92,35.1,68,1,54,6,0,421010158002011
89,40.5,80,6,67,2,0,421010158002012
44,35.5,34,4,25,0,3,421010158002013
69,34.8,53,1,44,0,5,421010158003000
31,31.5,25,0,25,0,0,421010158003001
64,37.6,56,8,34,0,6,421010158003002
58,54.0,49,4,40,2,2,421010378005002
27,28.8,22,9,5,4,0,421010378005003
32,57.0,25,3,17,0,0,421010378005004
33,50.8,26,1,23,0,0,421010378005005
39,49.5,39,2,25,9,0,421010378005006
37,31.3,34,3,21,0,0,421010378005007
13,22.5,9,0,0,0,0,421010378005009
24,27.5,23,0,19,0,0,421010378005012
56,32.5,51,9,40,0,2,421010378005013
31,31.5,22,2,18,0,0,421010378005014
83,37.2,58,1,5,49,0,421010389003008
7,14.5,3,0,0,3,0,421010389003005
43,48.5,41,2,1,35,3,421010389003006
66,29.7,47,3,0,44,0,421010389003007
130,37.5,115,8,0,104,1,421010389003009
124,51.4,99,3,5,91,0,421010389003010
56,26.5,30,7,16,4,2,421010390011000
28,59.5,22,14,6,1,0,421010390011002
28,36.5,19,10,7,2,0,421010390011003
242,36.8,175,13,13,145,0,421010390011006
27,40.5,20,7,6,7,0,421010390011007
24,26.0,18,5,0,12,0,421010390011008
23,29.1,22,4,5,12,0,421010390011009
116,31.0,80,22,21,31,2,421010390011010
68,30.6,54,7,5,41,1,421010390011011
79,34.2,52,9,0,40,0,421010390011012
83,22.9,63,8,13,30,9,421010390011016
83,29.1,75,0,10,0,62,421010002001012
69,29.7,62,4,8,1,41,421010002001013
277,27.7,226,4,49,17,150,421010002001014
43,30.9,30,0,30,0,0,421010011014008
99,28.9,95,4,66,5,18,421010011014005
43,35.5,40,4,29,0,6,421010011014006
30,35.5,29,1,14,1,9,421010011014007
170,32.5,166,23,119,7,7,421010011021000
280,30.8,258,26,197,0,20,421010011021001
143,32.5,132,1,107,11,13,421010011021002
156,29.3,146,8,124,3,4,421010011021003
173,32.0,163,26,124,5,6,421010011021004
139,28.1,139,1,121,1,13,421010011021005
90,30.0,83,1,67,7,4,421010011021006
39,28.5,39,5,25,0,6,421010011021007
96,30.0,94,5,69,0,19,421010011021008
51,48.7,50,5,40,0,3,421010011021009
161,33.8,137,1,110,6,13,421010011021010
110,34.9,99,5,80,1,11,421010011021011
121,29.3,96,6,72,11,6,421010011021012
15,30.5,12,2,5,0,4,421010011022001
86,29.8,81,0,72,0,5,421010011022002
106,30.9,93,9,67,5,10,421010011022003
67,29.5,63,9,32,4,14,421010011022004
30,30.4,24,7,7,6,1,421010011022005
65,46.6,63,7,43,6,6,421010011022006
54,31.9,47,2,42,2,0,421010011022007
95,40.3,91,0,83,1,6,421010011022008
120,32.7,104,0,89,4,7,421010011023000
198,41.7,179,10,140,14,15,421010011023001
55,36.5,37,0,31,2,2,421010011023002
114,27.6,99,7,73,0,14,421010011023006
66,29.8,54,5,37,0,4,421010011023007
78,35.5,64,1,51,0,9,421010012011000
141,36.1,124,10,23,21,68,421010030014000
107,33.2,96,10,39,7,40,421010030013005
161,34.3,139,10,55,7,64,421010030013006
104,40.5,90,9,43,7,29,421010030013007
140,35.6,106,5,36,45,16,421010030014001
146,32.0,93,1,25,29,37,421010030014002
133,35.6,105,5,20,26,54,421010030014003
148,42.0,126,2,32,32,58,421010030014004
105,37.5,86,4,23,21,34,421010030014005
140,31.5,119,6,35,10,61,421010030014006
102,36.8,88,0,32,52,4,421010031002000
77,31.7,66,5,33,26,0,421010031002001
83,31.5,64,5,30,29,0,421010031002002
26,29.0,23,2,8,6,1,421010031002003
99,34.2,71,7,23,40,1,421010031002004
90,37.0,85,7,26,28,19,421010031002005
115,33.5,104,7,22,47,22,421010031002006
121,38.7,106,7,15,59,17,421010031003000
92,29.7,81,2,29,36,9,421010031003001
119,30.2,103,13,29,53,7,421010031003002
80,35.7,79,1,35,26,8,421010031003003
97,31.1,67,7,11,40,3,421010031003004
86,45.5,76,2,20,42,11,421010031003005
84,51.0,76,9,14,34,14,421010031004000
107,28.2,85,7,28,39,11,421010031004001
93,32.8,92,18,27,39,3,421010031004002
84,39.3,70,6,16,43,5,421010031004003
111,33.9,94,1,37,47,4,421010031004004
120,32.6,103,11,33,14,43,421010030014007
149,30.4,124,13,46,25,38,421010030015000
116,31.0,91,2,32,20,35,421010030015001
140,28.0,104,10,30,9,53,421010030015002
107,40.5,91,10,28,24,26,421010030015003
100,38.5,87,9,38,34,3,421010030015004
4,58.5,4,0,0,0,4,421010030015005
91,35.1,87,8,59,12,7,421010030021000
130,39.4,124,11,60,40,9,421010030021001
131,29.3,94,9,42,28,8,421010030021002
91,41.3,75,7,30,15,17,421010030021003
118,32.0,100,13,26,47,10,421010030021004
158,30.8,143,16,69,35,16,421010030021005
111,37.5,100,11,43,32,5,421010030021006
98,33.4,92,20,44,6,14,421010030021007
124,37.1,103,5,48,44,6,421010030022000
102,32.6,82,7,44,23,5,421010030022001
88,30.6,75,6,34,28,1,421010030022002
115,31.5,100,7,57,24,7,421010030022003
106,30.6,96,7,35,37,12,421010030022004
96,31.8,81,6,42,32,1,421010030022005
78,38.5,75,7,27,38,0,421010030022006
127,70.5,119,3,23,89,0,421010030022007
96,30.0,81,8,30,24,10,421010030023000
88,33.3,80,12,44,15,0,421010030023001
100,32.7,88,8,27,45,3,421010031001019
82,29.0,73,6,43,12,11,421010031001016
83,35.7,67,2,31,25,5,421010031001017
106,31.1,95,6,41,42,6,421010031001018
90,35.0,76,0,37,32,1,421010031001020
70,36.9,59,1,57,0,1,421010158003003
47,36.6,41,1,40,0,0,421010158003004
82,32.0,65,3,53,1,8,421010158003005
77,29.8,67,3,60,0,0,421010158003006
49,32.6,43,0,34,0,5,421010158003007
83,32.5,74,7,53,2,0,421010158003009
39,37.8,29,0,26,2,0,421010158003010
76,31.0,70,3,60,0,7,421010158003011
90,31.4,77,6,61,1,8,421010158003012
157,32.8,140,1,123,2,12,421010158003013
108,33.0,99,5,87,2,2,421010158003014
143,33.2,133,7,111,1,13,421010158003015
126,28.9,114,2,98,0,9,421010158004000
42,23.8,29,1,26,2,0,421010158004001
50,27.8,42,0,33,0,6,421010158004002
75,47.3,57,3,28,25,0,421010256001005
75,49.4,62,0,11,42,3,421010256001002
29,58.8,28,1,10,14,3,421010256001003
125,67.1,119,6,29,82,2,421010256001004
69,60.4,61,1,20,37,0,421010256001006
103,51.8,82,1,27,50,1,421010256001007
61,51.4,55,2,28,25,0,421010256001008
145,48.2,131,4,82,45,0,421010256001009
87,59.5,71,5,56,9,0,421010256001010
18,68.5,17,0,14,0,0,421010256001011
79,39.4,67,0,32,32,0,421010256001012
67,58.3,53,0,51,1,0,421010256001013
140,43.3,129,1,34,87,6,421010256002000
51,39.2,48,3,28,15,0,421010256002001
34,59.0,29,4,15,9,0,421010256002002
37,45.9,32,3,13,13,1,421010256002003
49,41.9,46,4,18,18,0,421010256002004
247,37.9,201,18,103,74,0,421010256002005
102,31.0,90,11,41,22,9,421010256002006
62,43.3,42,1,24,11,0,421010256002007
79,44.5,70,2,32,30,2,421010256003000
39,58.5,35,0,18,15,0,421010256003001
85,46.3,72,0,51,9,3,421010256003002
233,47.8,209,10,73,117,2,421010256003003
92,48.7,81,0,56,19,0,421010256003004
180,54.2,146,12,92,33,2,421010256003005
150,47.0,115,0,81,19,4,421010256003006
242,36.2,220,11,136,52,18,421010257001000
64,55.2,61,2,53,2,4,421010257001001
67,31.4,51,0,44,0,0,421010257001002
48,26.0,34,3,22,6,0,421010257001003
89,55.1,82,2,73,5,0,421010257001004
111,40.5,85,16,17,46,1,421010390011017
95,31.4,76,12,18,42,0,421010390011018
9,8.4,0,0,0,0,0,421010390011019
12,13.0,3,2,0,0,0,421010390011020
151,33.5,116,53,23,35,0,421010390012000
170,23.5,105,35,2,53,10,421010390012001
196,32.0,124,36,18,70,0,421010390012002
92,21.8,65,23,0,39,0,421010390012003
79,29.1,57,18,3,24,11,421010390012004
195,38.8,144,42,6,77,9,421010390012005
183,33.7,124,37,14,68,0,421010390012006
176,41.4,117,27,14,76,0,421010390012007
91,33.1,77,7,24,37,4,421010031004005
85,39.6,74,3,17,46,1,421010031004006
115,45.6,92,2,19,69,2,421010031004007
117,29.6,101,10,36,55,0,421010031004008
101,30.2,78,7,23,42,4,421010031005000
86,36.8,69,2,30,37,0,421010031005001
86,30.5,84,3,43,38,0,421010031005002
102,29.5,87,1,40,36,10,421010031005003
65,30.7,64,1,44,14,0,421010031005004
88,32.8,71,2,24,37,3,421010031005005
103,31.8,75,5,17,33,19,421010031005006
81,32.5,66,8,25,23,5,421010031005007
57,32.6,37,5,0,32,0,421010083022005
25,55.3,20,1,2,16,1,421010083022002
226,24.8,145,9,10,111,9,421010083022003
67,34.1,46,0,4,42,0,421010083022004
55,66.2,41,0,7,33,0,421010083022006
94,30.0,68,4,0,62,0,421010083022007
60,26.7,41,4,0,36,0,421010083022008
168,36.8,135,4,8,103,19,421010083022009
95,30.4,84,4,1,72,1,421010083022010
56,34.0,45,3,0,40,0,421010083022011
59,46.9,52,1,0,42,1,421010083022012
159,44.2,122,4,4,111,0,421010083022013
156,31.5,121,1,0,104,7,421010083022014
103,34.6,75,1,0,68,1,421010083022015
102,38.5,75,0,0,72,0,421010083022016
102,35.8,91,2,2,85,0,421010083022017
112,32.1,92,1,2,73,11,421010083022018
162,58.0,142,3,80,54,3,421010083022019
129,23.5,82,1,0,79,2,421010083023000
142,33.7,103,4,2,96,0,421010083023001
29,53.3,22,1,0,21,0,421010083023002
119,40.8,81,1,0,77,3,421010083023003
61,19.8,43,3,0,34,1,421010083023004
60,32.4,39,0,0,33,6,421010083023005
146,38.6,105,3,0,93,3,421010083023006
10,49.0,10,0,4,0,0,421010083023007
86,38.3,68,0,2,61,0,421010083023008
95,47.2,83,7,5,65,2,421010083023009
113,42.5,86,0,1,80,1,421010083023010
156,33.1,118,2,2,110,0,421010083024000
124,40.3,102,6,0,90,0,421010083024001
96,39.0,74,2,0,65,0,421010083024002
98,31.9,73,5,1,56,0,421010083024003
128,36.8,97,3,4,86,0,421010083024004
155,35.4,117,7,0,106,1,421010083024005
92,48.5,71,5,5,56,0,421010119001003
98,44.5,77,0,0,73,0,421010260002007
144,44.0,111,4,1,101,3,421010260003000
198,38.7,163,4,1,148,1,421010260003001
205,53.8,179,0,5,163,5,421010260003002
250,42.2,196,3,0,190,0,421010260003003
182,48.4,149,1,1,139,6,421010260003004
70,50.8,56,2,0,48,0,421010260003005
150,43.7,118,2,3,112,0,421010260003006
29,65.5,20,0,0,20,0,421010261001000
44,69.0,37,0,2,35,0,421010261001001
36,32.5,28,2,5,21,0,421010261001002
107,53.5,97,0,2,90,0,421010261001003
76,47.7,64,2,0,61,0,421010261001005
45,43.3,39,0,4,33,0,421010261001009
41,69.1,33,0,3,30,0,421010261001006
49,62.8,43,0,3,38,0,421010261001007
12,38.5,11,1,0,10,0,421010261001008
30,63.3,26,0,1,23,0,421010261001010
31,67.1,24,0,0,22,0,421010261001011
78,54.1,63,1,0,61,0,421010261001012
25,65.3,18,1,0,15,0,421010261001013
16,43.0,13,0,0,5,0,421010261001014
21,41.8,19,0,0,18,0,421010261001015
57,37.5,48,1,41,0,4,421010257001005
10,32.0,8,4,2,0,0,421010257001006
73,31.9,61,0,57,0,3,421010257001007
39,44.9,32,1,2,29,0,421010260001001
162,50.8,131,0,0,121,0,421010259005011
178,43.7,138,1,0,133,0,421010259005012
43,55.6,43,3,0,38,0,421010260001000
87,49.5,75,3,0,59,2,421010260001002
77,49.8,71,1,0,63,0,421010260001003
84,55.0,72,2,1,61,3,421010260001004
14,26.0,9,0,1,7,0,421010260001006
72,52.3,57,0,0,54,0,421010260001007
212,39.3,163,2,0,159,0,421010260001008
124,40.8,91,1,3,86,0,421010260001009
55,48.3,49,0,0,41,3,421010260001011
133,51.5,102,5,4,92,0,421010260002000
111,42.1,99,4,2,91,0,421010260002001
112,42.0,87,3,0,81,0,421010260002002
185,45.3,151,2,3,139,0,421010260002003
97,40.1,72,0,1,70,0,421010260002004
108,61.5,83,1,4,72,0,421010260002005
138,46.2,113,0,2,111,0,421010261001017
61,70.6,55,1,0,54,0,421010261001018
41,52.8,37,0,0,36,0,421010261001020
20,43.5,17,0,2,15,0,421010261001021
22,41.0,21,0,0,21,0,421010261001022
90,45.9,75,2,1,68,2,421010261001023
74,52.0,56,1,1,51,0,421010261001024
65,47.1,55,0,4,43,4,421010261002000
36,53.5,32,0,0,31,0,421010261002001
31,70.5,28,0,0,28,0,421010261002002
66,59.0,53,1,0,48,0,421010261002003
69,47.9,60,2,2,55,0,421010261002004
110,51.7,91,0,0,90,0,421010261002005
123,56.5,102,1,0,94,3,421010261002006
62,46.0,51,5,6,38,0,421010261002007
43,29.8,32,0,1,31,0,421010261002008
73,55.3,59,1,2,55,0,421010261002009
95,32.4,81,0,0,80,0,421010261003000
90,44.0,79,3,2,73,0,421010261003001
74,57.0,59,0,0,50,3,421010261003002
134,57.4,115,0,1,108,1,421010261003003
137,53.5,126,0,0,120,0,421010261003004
124,53.5,108,3,3,97,0,421010261003005
89,59.2,79,0,2,71,0,421010261003009
248,49.4,218,4,2,210,0,421010261003006
163,46.2,135,3,0,131,0,421010261003007
43,26.2,36,3,1,29,1,421010261003008
66,57.0,52,0,3,44,0,421010261003010
33,32.5,27,1,3,21,0,421010261003011
100,40.3,84,3,4,73,0,421010262001000
89,49.8,64,0,0,62,0,421010262001001
125,41.1,113,3,0,108,0,421010262001002
135,46.4,112,0,0,109,0,421010262001003
152,40.5,121,4,3,109,0,421010262001004
67,45.8,54,3,0,44,1,421010262001005
193,41.3,153,1,0,147,0,421010262002000
173,47.6,152,1,3,140,6,421010262002001
203,46.5,164,4,1,152,0,421010262002002
109,52.4,81,1,0,79,0,421010262002003
106,44.5,93,0,0,82,0,421010262002004
107,43.5,91,0,5,84,0,421010262002005
182,49.0,154,6,7,141,0,421010262003000
174,47.5,132,0,0,131,0,421010262003001
204,40.0,162,3,6,153,0,421010262003002
100,62.3,86,1,0,85,0,421010262003003
146,48.5,122,0,1,121,0,421010262003004
157,37.6,121,6,0,115,0,421010262003005
89,36.5,68,2,0,64,0,421010119001000
13,39.5,8,3,1,0,1,421010119001001
113,67.5,95,0,6,87,0,421010119001002
130,36.7,96,1,4,91,0,421010119001004
82,52.3,60,0,2,52,2,421010119001005
88,37.8,68,1,0,63,0,421010119001006
146,46.0,124,3,0,112,4,421010119001007
148,38.0,107,0,0,94,4,421010119001008
118,31.8,91,0,0,89,0,421010119001009
67,51.5,54,1,2,51,0,421010119001010
57,40.7,49,1,0,48,0,421010119001011
148,34.0,125,7,4,114,0,421010119001012
301,35.6,226,1,5,202,14,421010119002000
189,49.3,154,1,1,140,0,421010119002001
196,43.0,152,1,2,146,0,421010119002002
135,32.3,115,1,0,102,0,421010119002003
114,38.0,84,1,8,72,0,421010119002004
70,31.3,51,0,1,50,0,421010119002005
101,33.5,72,1,2,61,0,421010119002006
346,40.4,275,3,20,239,0,421010119002007
77,46.5,63,0,0,58,0,421010119002008
156,35.5,118,4,10,103,0,421010119002009
76,36.0,66,2,0,63,1,421010119003002
60,30.2,39,7,0,26,1,421010119003003
78,26.8,56,5,0,48,0,421010119003004
134,33.3,99,3,0,96,0,421010119003005
140,35.5,100,0,2,97,0,421010119003006
114,35.5,88,4,0,76,0,421010119003007
163,55.2,128,1,2,121,0,421010119003008
83,54.5,64,2,0,56,5,421010119003009
68,49.5,57,0,1,50,0,421010119003010
148,29.7,131,2,47,58,22,421010119004000
31,36.8,24,5,0,16,1,421010165001017
44,24.0,35,3,0,29,0,421010165001014
32,39.0,23,5,0,18,0,421010165001016
42,35.0,29,0,0,29,0,421010165001018
40,37.5,30,8,8,12,0,421010165001019
62,29.0,50,2,0,34,7,421010165001020
32,65.5,29,4,0,23,0,421010165001023
70,46.0,55,3,0,50,0,421010165001024
30,28.0,22,1,2,17,0,421010165001026
20,49.0,16,0,0,13,3,421010165001027
30,30.0,23,10,0,13,0,421010165001028
8,30.5,5,5,0,0,0,421010165001029
12,32.5,9,6,0,0,0,421010165001030
21,25.4,13,1,2,9,0,421010165001031
26,28.5,17,6,0,10,1,421010165001033
65,34.8,48,3,4,40,0,421010165002000
66,37.0,52,3,0,47,0,421010165002001
66,49.3,51,2,0,49,0,421010165002002
36,45.5,32,11,0,21,0,421010165002003
52,35.8,46,6,0,38,0,421010165002004
47,42.5,45,5,0,38,0,421010165002005
104,35.8,76,22,0,50,0,421010165002006
91,44.9,68,6,0,62,0,421010165002007
120,29.0,99,8,1,87,0,421010165002008
70,50.3,48,5,6,36,0,421010165002009
81,27.9,62,7,0,52,3,421010165002010
84,45.5,57,0,0,56,0,421010165002011
42,42.5,30,3,0,27,0,421010165002014
65,58.9,49,0,11,32,0,421010255002000
88,48.7,77,1,28,45,3,421010255001004
109,42.5,82,0,37,38,1,421010255001005
116,40.0,96,0,35,55,6,421010255001006
92,31.8,77,1,35,38,0,421010255002001
54,41.0,44,1,33,8,2,421010255002002
38,51.0,35,7,16,10,1,421010255002003
25,39.5,24,5,0,18,1,421010255002004
30,24.8,22,1,2,13,2,421010255002005
23,44.5,17,1,4,12,0,421010255002006
45,53.5,27,0,4,18,0,421010255002007
52,43.0,46,1,17,27,0,421010255002008
29,34.3,24,0,19,5,0,421010255002009
86,46.5,66,5,27,27,4,421010255002010
89,55.3,79,4,14,59,0,421010255002011
86,49.0,72,0,17,48,2,421010255002012
50,58.8,32,0,14,18,0,421010255002013
27,55.6,22,1,6,9,0,421010255002014
80,38.0,66,0,3,62,0,421010255002015
67,69.3,58,1,16,40,0,421010255002016
86,45.0,64,3,26,28,0,421010255002017
57,42.3,47,7,12,28,0,421010255002018
121,41.5,104,0,24,73,2,421010255002019
179,43.8,151,8,75,65,0,421010255003000
93,42.5,69,0,32,27,8,421010255003001
50,42.5,39,3,17,13,3,421010255003002
23,34.2,16,1,13,2,0,421010255003003
216,50.9,185,3,2,170,0,421010262003006
70,58.4,57,2,0,53,0,421010262004000
142,52.0,116,1,0,111,1,421010262004001
158,46.5,124,7,0,113,0,421010262004002
87,45.6,76,2,5,69,0,421010262004003
46,60.3,38,1,0,36,1,421010262004004
45,29.9,35,0,4,29,0,421010262004005
88,53.0,73,2,0,70,0,421010262004006
46,70.5,38,1,0,36,0,421010262004008
37,39.8,30,0,0,30,0,421010262004009
24,28.0,21,11,2,8,0,421010294003005
63,24.9,41,4,7,29,0,421010294003002
61,34.3,35,14,5,10,2,421010294003003
104,39.2,80,20,18,40,0,421010294003004
68,30.5,54,26,11,17,0,421010294003006
45,32.3,32,7,13,10,0,421010294003007
87,27.8,56,23,2,29,2,421010294003008
86,25.5,47,18,5,21,3,421010294003009
62,48.6,49,21,3,21,2,421010294003010
15,19.2,10,6,1,2,0,421010294003011
32,26.5,20,12,3,4,0,421010294003012
9,30.5,5,2,1,0,0,421010294003013
32,50.0,30,12,5,11,0,421010294003014
130,39.4,101,31,33,29,7,421010294003015
27,48.5,22,7,10,5,0,421010294003016
19,52.8,14,3,4,6,0,421010294003018
91,22.2,53,20,2,26,5,421010294003019
66,24.5,39,15,10,10,0,421010294003020
179,25.8,120,53,12,53,0,421010298001000
139,33.3,94,38,20,36,0,421010298001001
157,31.1,105,51,17,37,0,421010298001002
167,33.1,120,36,21,57,4,421010298001003
88,31.3,57,15,30,10,1,421010298001004
67,37.8,51,15,27,9,0,421010298001005
67,39.1,42,13,12,17,0,421010298001006
222,24.2,147,52,31,62,1,421010298001007
99,39.1,81,29,25,20,5,421010298002002
96,34.0,79,7,13,44,2,421010298002003
122,26.7,89,37,7,36,9,421010298002004
129,31.7,98,45,23,23,0,421010298002005
133,27.6,89,36,19,34,0,421010298002006
131,29.2,84,27,21,34,0,421010298002007
61,32.2,48,13,18,15,0,421010325003017
119,39.4,99,19,43,29,1,421010325003014
227,35.9,191,5,6,175,2,421010278004000
117,38.2,92,13,0,76,0,421010278004001
125,46.1,102,3,9,85,0,421010278004002
94,44.5,74,4,0,69,1,421010282003015
135,52.6,106,6,5,84,7,421010282003014
89,47.4,68,6,53,7,0,421010325003015
91,44.5,85,18,39,20,4,421010325003016
103,41.6,84,16,49,14,3,421010325003018
50,34.5,50,8,31,11,0,421010325003019
46,50.8,34,7,20,4,1,421010325003020
92,23.6,60,8,32,18,2,421010325003021
103,36.4,76,11,50,4,0,421010325003024
129,37.9,85,12,49,20,3,421010325003025
161,30.2,105,8,69,27,1,421010325003026
193,35.4,146,36,82,24,1,421010325003027
78,30.8,50,15,24,9,2,421010325003028
169,34.2,125,21,75,17,12,421010326001000
259,29.8,172,29,89,30,18,421010326001001
135,33.8,103,16,39,34,13,421010326001002
130,30.7,95,13,44,26,5,421010326001003
261,32.1,186,65,63,36,16,421010326001004
188,30.6,121,36,63,8,8,421010326001005
184,38.5,123,24,56,41,0,421010326001006
210,34.5,155,26,56,72,0,421010326001007
131,33.2,90,16,47,18,6,421010326001008
72,31.0,46,11,18,12,3,421010326001009
53,39.5,38,13,12,9,0,421010326001010
97,42.5,70,23,15,27,0,421010326001011
202,29.1,144,42,67,26,4,421010326001012
194,23.5,146,21,68,37,9,421010326001013
131,31.9,91,16,55,14,4,421010326001014
121,35.9,85,10,51,16,4,421010326001015
119,39.4,95,15,59,14,6,421010326001016
116,30.9,85,27,18,24,16,421010326001017
118,35.5,72,9,38,19,6,421010326001018
130,31.8,93,21,14,25,33,421010372004009
127,35.5,89,22,24,3,40,421010372004010
125,33.8,95,4,42,4,42,421010372004011
98,33.3,78,0,76,0,2,421010373001003
162,45.0,130,0,125,0,3,421010373001005
254,54.0,226,1,224,0,1,421010373001006
93,43.5,77,2,63,0,12,421010373001009
71,77.2,69,5,60,3,1,421010373001010
108,38.4,84,3,40,36,2,421010255003004
72,35.7,62,0,38,23,0,421010255003005
106,43.0,92,0,43,37,0,421010255003006
22,42.0,17,3,9,5,0,421010255003007
21,38.5,19,0,12,6,0,421010255003008
101,38.3,79,6,32,36,0,421010255003009
53,44.5,34,3,17,11,3,421010256001000
43,54.8,39,3,23,11,2,421010256001001
76,55.8,61,0,0,61,0,421010278001005
73,54.2,64,5,1,51,0,421010278001002
87,47.8,68,0,0,63,1,421010278001003
169,30.7,134,10,0,120,2,421010278001004
77,29.3,55,1,0,51,0,421010278001006
128,55.7,116,3,0,104,6,421010278001007
127,49.3,108,5,1,101,0,421010278001008
86,41.7,70,6,6,57,0,421010278001009
64,35.3,52,0,1,46,0,421010278001010
152,32.3,114,6,2,104,1,421010278001011
159,35.2,127,4,0,120,0,421010278001012
149,46.1,117,2,0,115,0,421010278001013
56,26.2,38,0,0,31,7,421010278002000
36,63.5,28,0,0,28,0,421010278002001
102,50.2,85,3,9,68,1,421010278002002
105,45.9,88,0,0,83,0,421010278002003
99,29.4,83,1,5,73,0,421010278002004
89,33.9,68,2,0,66,0,421010278002005
76,46.5,62,4,0,53,0,421010278002006
93,32.6,71,1,0,69,0,421010278002007
143,41.4,114,2,0,107,0,421010278002008
6,35.0,5,1,0,0,0,421010278002010
93,39.6,72,0,0,64,5,421010278002011
110,44.6,90,3,0,87,0,421010278002012
109,34.3,78,1,0,77,0,421010278003000
240,54.8,218,3,2,203,5,421010278003001
129,35.2,95,8,0,77,0,421010278003002
96,42.6,88,2,4,77,1,421010278003003
129,54.7,105,3,0,97,0,421010278003004
62,36.5,46,2,0,41,3,421010278003006
122,31.1,99,3,5,83,6,421010282003019
56,41.0,39,2,0,36,1,421010282003020
52,29.5,32,0,1,25,4,421010282003021
89,69.1,85,3,0,39,42,421010282003022
26,68.5,25,4,0,17,0,421010282003023
158,41.5,119,0,13,102,0,421010282003025
169,32.6,121,0,0,107,11,421010282003026
110,30.5,87,12,1,60,14,421010282003027
103,53.8,92,0,84,0,6,421010373001011
101,55.3,85,1,80,3,0,421010373001012
104,57.5,92,0,83,0,7,421010373001013
219,39.8,184,3,167,0,14,421010373001015
66,38.3,64,10,48,0,5,421010373001016
79,24.9,56,2,50,0,4,421010373001017
55,37.9,47,1,46,0,0,421010373001018
85,60.3,71,0,66,0,4,421010373001019
94,51.8,81,1,80,0,0,421010373001020
170,64.0,148,0,148,0,0,421010373001021
26,32.5,19,0,13,0,5,421010373002002
131,61.9,110,0,110,0,0,421010373002003
203,45.8,183,1,182,0,0,421010373002004
101,44.3,78,0,62,3,10,421010373002005
