P1_001N,P13_001N,P11_001N,P11_002N,P11_005N,P11_006N,P11_008N,geo_id
102,39.8,88,0,76,0,12,421010373002006
158,46.3,119,1,109,0,9,421010373002007
74,27.0,60,7,36,3,14,421010373002008
31,36.5,23,3,4,6,8,421010282003028
97,28.9,73,13,0,37,14,421010283001000
150,34.0,115,7,7,82,13,421010283001001
117,36.6,88,9,0,75,4,421010283001002
98,51.0,83,0,0,71,4,421010283001003
114,42.0,82,5,2,63,6,421010283001004
173,35.9,118,2,0,101,10,421010283001005
160,29.0,108,7,5,88,0,421010283002000
139,35.2,109,8,1,95,3,421010283002001
95,53.8,76,1,3,71,1,421010283002002
64,29.0,37,1,2,33,0,421010283002003
157,33.4,115,10,7,94,0,421010283002004
130,35.2,98,5,2,90,0,421010283002005
194,55.8,179,30,24,104,19,421010283003001
79,45.9,55,0,0,49,4,421010283003002
44,23.5,28,2,0,21,0,421010283003003
155,38.5,123,14,0,109,0,421010283003004
117,50.1,100,19,0,78,3,421010283003005
196,29.2,139,42,15,75,2,421010312003002
272,28.6,175,39,38,81,11,421010312003000
267,31.2,172,60,27,63,12,421010312003001
147,36.8,123,57,9,51,0,421010312003003
128,31.0,91,27,13,48,1,421010312003004
121,30.2,80,22,19,31,0,421010312003005
126,41.7,106,27,20,54,0,421010312003006
194,36.0,156,20,23,80,25,421010312003007
184,31.6,124,26,36,30,22,421010313001000
176,38.3,116,29,15,15,46,421010313001001
188,32.7,137,46,29,21,25,421010313001002
176,29.2,125,29,28,54,12,421010313001003
194,32.0,130,50,24,7,28,421010313001004
203,29.8,139,36,34,27,29,421010313001005
218,35.3,159,69,28,40,19,421010313001006
190,23.6,123,35,40,24,16,421010313001007
188,29.8,124,41,21,20,23,421010313001008
175,24.8,131,37,20,10,54,421010313001009
188,34.0,134,44,41,22,23,421010313001010
141,28.8,103,18,30,38,11,421010313001011
162,32.5,134,35,26,28,41,421010313001012
171,33.1,135,10,32,39,52,421010313001013
70,25.0,53,27,2,11,8,421010313001014
133,45.2,102,14,27,20,35,421010313001015
182,36.0,143,37,28,17,35,421010313002000
181,22.5,108,23,20,21,23,421010313002001
117,31.5,71,21,6,18,22,421010313002002
213,42.5,168,36,30,36,59,421010313002003
186,29.5,137,26,31,27,38,421010313002005
175,33.1,131,18,27,20,63,421010313002006
35,21.8,21,3,10,1,3,421010313002007
118,29.0,84,27,18,24,13,421010313002008
105,51.8,89,2,63,7,10,421010359001004
127,67.7,108,8,93,0,7,421010359001001
182,36.5,137,3,104,3,27,421010359001002
205,57.6,169,4,115,7,37,421010359001003
215,51.5,184,17,113,5,43,421010359001005
41,29.3,27,1,18,0,5,421010359001006
85,57.5,73,7,40,6,17,421010359001007
140,51.0,109,10,81,6,9,421010359001008
156,32.4,128,15,78,0,31,421010359001009
35,47.1,32,1,17,2,10,421010359001010
61,40.3,53,11,34,6,2,421010359001011
76,47.3,54,5,40,0,9,421010359001012
54,40.2,37,1,18,0,18,421010359001013
95,36.5,78,3,48,5,12,421010359001014
64,28.3,59,1,27,5,25,421010359001016
22,69.0,20,3,4,3,9,421010359001017
108,48.3,98,9,66,0,16,421010359002000
46,53.8,39,1,36,0,1,421010359002001
170,50.2,135,8,107,0,15,421010359002002
96,49.4,72,3,45,0,18,421010359002003
114,32.8,81,7,60,2,10,421010359002004
50,51.0,44,9,26,0,8,421010359002005
136,52.3,115,16,87,6,4,421010359002006
49,54.0,46,1,32,3,7,421010359002007
13,51.4,13,0,11,0,0,421010359002009
46,38.5,36,3,25,2,5,421010359002010
73,55.1,65,12,41,1,9,421010359002011
131,37.9,113,4,81,5,21,421010359002012
190,42.2,161,2,131,3,24,421010359002013
156,67.8,137,3,119,4,11,421010359002014
91,27.2,67,7,39,0,17,421010359002015
181,36.4,154,16,112,8,16,421010359002016
48,56.0,41,1,28,2,7,421010359002017
210,30.9,209,6,179,8,14,421010001014000
165,32.4,158,2,121,12,21,421010001014001
201,34.8,199,16,130,26,27,421010001014002
112,31.3,107,10,95,0,1,421010001014003
7,6.5,3,1,0,0,0,421010001014004
4,60.0,4,0,1,3,0,421010001014006
71,29.7,68,0,57,3,4,421010001014008
16,25.6,14,2,9,0,1,421010001014009
186,31.0,181,7,136,10,18,421010001014010
64,35.5,64,4,49,1,6,421010001014011
171,31.3,171,4,136,0,28,421010001014012
66,30.8,54,5,42,4,0,421010001014013
28,27.5,27,3,14,4,0,421010001014014
833,31.4,821,44,569,33,113,421010006002001
12,24.3,9,0,8,0,1,421010006002005
1,37.5,1,0,1,0,0,421010006002006
31,30.5,30,2,14,0,5,421010006002007
109,27.7,95,1,76,4,5,421010006002008
111,35.4,110,12,77,10,7,421010006002009
4,32.0,4,4,0,0,0,421010006002010
195,29.2,181,17,115,11,30,421010007011000
46,30.0,44,4,26,4,9,421010007011001
16,40.0,16,1,11,0,2,421010007011002
33,30.6,32,1,27,0,2,421010007011003
380,53.1,370,20,291,15,33,421010007011004
9,42.8,9,3,4,0,2,421010007011005
574,32.3,563,38,407,61,49,421010007012000
25,29.5,19,5,5,6,1,421010007012001
250,61.7,248,8,217,5,18,421010007012002
205,35.9,195,11,132,14,31,421010007013000
287,30.9,277,14,163,8,78,421010007013001
29,28.4,29,3,24,0,2,421010007013002
188,27.6,186,1,125,10,44,421010007013003
22,27.5,16,4,11,0,0,421010007013004
16,29.7,16,4,4,0,3,421010007013006
121,28.8,116,7,84,1,23,421010007013007
139,28.6,139,2,86,0,43,421010007013008
187,31.4,182,12,123,12,20,421010007013009
39,49.8,38,6,31,1,0,421010001014015
153,32.8,144,10,115,10,7,421010001015001
110,30.0,110,14,88,4,3,421010001015002
258,35.7,239,4,208,11,11,421010001015003
122,31.3,107,2,79,3,17,421010001015004
86,34.5,86,8,69,0,6,421010001015006
104,46.8,100,4,77,2,7,421010001015007
49,32.5,43,3,34,1,2,421010001015009
81,29.6,78,0,63,1,9,421010001015010
110,36.5,86,3,3,76,0,421010071011000
23,66.2,21,0,0,19,0,421010070005011
50,35.5,36,1,0,35,0,421010070005012
63,37.5,51,4,1,43,0,421010070005013
135,34.6,99,15,0,79,5,421010071011001
102,30.5,74,1,0,72,0,421010071011002
70,48.7,47,0,0,47,0,421010071011003
119,31.1,87,2,3,78,0,421010071011005
128,40.0,94,0,2,86,5,421010071011006
158,24.7,103,0,4,93,1,421010071011007
85,33.8,60,1,0,58,0,421010071012000
91,45.1,62,0,0,55,6,421010071012001
98,48.0,81,4,5,71,0,421010071012002
149,31.8,108,2,4,98,3,421010071012003
110,40.0,86,2,0,78,2,421010071012004
68,38.0,50,1,3,43,0,421010071012006
110,32.1,77,1,4,67,0,421010071012007
52,33.5,44,0,3,37,0,421010071012008
84,51.5,73,7,4,58,0,421010071012009
41,35.7,34,4,0,28,0,421010071012010
102,40.4,87,4,11,69,0,421010071013000
111,37.1,97,0,14,80,0,421010071013001
104,27.0,70,0,6,61,0,421010071013002
158,43.4,114,1,11,99,2,421010071013003
74,30.3,57,1,4,46,0,421010071013004
41,83.5,41,0,35,3,1,421010071013005
137,30.9,88,2,0,86,0,421010071013006
108,41.5,79,6,4,67,0,421010071021000
136,37.8,94,2,0,86,0,421010071021001
139,29.5,101,0,7,94,0,421010071021002
129,29.6,122,7,93,2,17,421010007021000
17,60.8,14,1,9,2,0,421010007021001
332,70.9,330,1,293,15,18,421010007021002
45,41.8,45,4,22,9,5,421010007021003
176,29.4,173,4,134,1,25,421010007021004
100,24.0,60,2,0,56,0,421010070001006
123,43.5,94,0,4,75,0,421010070001003
162,32.0,121,0,6,111,0,421010070001004
123,34.8,99,6,8,81,0,421010070001005
158,30.4,109,7,9,88,0,421010070002000
148,37.5,112,0,0,99,6,421010070002001
85,19.3,47,0,0,46,0,421010070002002
110,34.3,82,1,0,78,0,421010070002003
133,34.4,89,2,2,79,0,421010070002004
80,35.0,66,6,2,55,0,421010070002005
68,30.5,48,5,0,39,0,421010070003000
91,32.9,73,4,0,68,0,421010070003001
103,52.2,83,2,5,76,0,421010070003002
144,29.8,96,1,0,95,0,421010070003003
110,43.8,79,3,0,71,0,421010070003004
144,32.0,111,0,1,107,1,421010070003005
58,51.5,48,0,0,44,4,421010070003006
106,32.3,80,0,0,78,0,421010070003007
111,46.1,83,0,0,83,0,421010070004000
145,38.8,117,6,0,107,0,421010070004001
134,30.6,93,3,0,89,0,421010070004002
110,36.5,81,6,0,75,0,421010070004003
114,35.0,82,0,0,75,7,421010070004004
97,31.4,72,3,0,69,0,421010070005000
99,33.7,75,4,3,67,1,421010070005001
83,19.8,57,1,0,52,0,421010070005002
92,38.5,70,0,0,62,0,421010070005003
96,47.5,68,4,0,60,0,421010070005004
41,37.6,41,0,3,38,0,421010070005005
38,32.3,35,1,5,25,0,421010070005006
101,28.5,73,3,9,54,2,421010070005007
15,70.3,10,2,0,8,0,421010070005008
10,42.5,9,1,0,8,0,421010070005009
472,69.0,450,17,44,357,17,421010122043002
286,39.8,246,14,19,194,14,421010122042002
62,34.7,55,5,15,35,0,421010122043000
99,33.5,81,4,12,56,0,421010122043001
63,46.2,54,2,10,38,3,421010122043003
133,44.4,117,4,19,72,5,421010122043004
67,41.5,61,2,9,38,6,421010122043005
39,59.3,35,1,2,29,2,421010122043006
123,48.5,89,7,3,78,1,421010071021003
123,35.3,99,3,1,83,4,421010071021004
113,34.9,84,1,12,68,2,421010071021005
160,33.0,109,4,14,78,6,421010060001012
104,49.5,72,0,0,71,0,421010060001013
92,45.3,75,7,4,49,13,421010060001017
110,27.7,84,1,6,72,3,421010060001018
71,33.1,55,0,7,40,5,421010060001019
100,28.9,74,0,4,69,1,421010060001023
574,45.3,462,5,43,350,54,421010060002000
770,46.8,631,9,149,322,137,421010060002001
59,30.1,43,1,0,29,13,421010060002002
153,30.6,119,8,6,101,4,421010060003000
164,27.7,100,2,3,89,5,421010060003001
127,29.8,101,0,5,87,9,421010060003002
138,41.0,114,6,1,99,0,421010060003005
124,39.5,79,0,8,71,0,421010060003006
49,50.4,35,3,5,22,5,421010060003007
20,17.5,10,1,0,9,0,421010060003008
43,36.2,27,0,3,24,0,421010060004000
106,22.5,64,6,9,47,2,421010060004001
89,29.8,63,2,14,46,0,421010060004003
198,28.3,138,4,1,105,25,421010060004004
106,43.0,88,0,10,65,13,421010060004005
101,34.1,76,1,7,68,0,421010060004006
78,36.0,67,8,0,53,0,421010060004007
84,44.5,66,0,8,52,6,421010060004008
95,24.3,63,4,8,41,10,421010060004009
114,31.5,85,0,7,78,0,421010060004010
111,36.8,77,0,0,76,0,421010168001003
7,58.5,5,0,0,5,0,421010168001000
123,29.8,92,7,0,76,3,421010168001001
11,65.5,11,0,3,6,0,421010168001002
101,31.5,71,0,0,69,0,421010168001004
104,37.1,80,8,0,71,0,421010168001005
103,48.3,86,0,0,86,0,421010168001006
57,51.8,45,1,0,44,0,421010168001007
70,44.0,60,0,0,58,0,421010168001008
53,40.5,47,2,0,45,0,421010168001009
463,57.3,441,27,124,259,28,421010122044000
314,41.0,272,9,69,177,8,421010122044001
153,54.1,130,3,14,107,1,421010122044002
113,49.0,102,5,9,74,7,421010122044003
173,48.4,148,5,11,121,10,421010122044004
163,53.4,142,10,20,97,5,421010122044005
216,29.5,210,26,129,11,34,421010125011000
530,33.2,503,17,301,33,132,421010125011001
287,84.2,283,6,249,20,4,421010125011002
36,34.5,30,2,7,2,7,421010125011005
429,33.4,409,30,258,33,59,421010125011006
4,30.5,3,0,0,3,0,421010125012002
291,27.0,281,10,157,22,77,421010125013002
300,27.9,298,15,195,22,61,421010125013003
111,36.7,93,1,2,86,0,421010281002003
50,57.4,43,3,0,33,0,421010281002000
21,42.3,19,4,0,14,0,421010281002001
73,36.8,57,3,0,50,0,421010281002002
64,29.3,52,2,2,43,0,421010281002004
53,45.5,38,0,2,36,0,421010281002005
84,29.3,58,1,1,46,0,421010281002007
105,41.3,85,4,0,80,0,421010281002008
143,34.8,104,0,1,102,0,421010281002009
78,42.3,59,2,0,57,0,421010281002011
66,51.3,59,5,0,49,5,421010281002013
61,45.3,46,0,2,42,0,421010281002014
10,56.0,7,5,0,0,0,421010281003000
135,45.4,99,4,0,93,0,421010281003001
70,25.8,63,8,1,51,0,421010281003002
202,34.6,148,3,0,142,3,421010281003004
158,39.0,124,7,0,111,5,421010281003005
19,22.8,17,4,3,8,0,421010281003006
183,35.9,132,0,2,123,0,421010065003009
29,38.5,23,0,0,21,0,421010065003006
109,29.2,85,5,0,78,0,421010065003007
159,44.4,117,0,3,114,0,421010065003008
126,38.0,102,7,0,95,0,421010065003010
82,39.5,68,3,0,64,0,421010168001010
130,28.4,90,0,0,84,0,421010168001011
95,44.8,74,0,0,74,0,421010168001012
92,62.1,74,2,3,66,0,421010168001013
132,37.0,103,1,0,101,0,421010168001014
102,33.8,75,1,0,70,0,421010168001015
13,35.3,10,1,0,8,0,421010168001016
52,35.7,44,4,0,40,0,421010168001017
22,26.5,20,4,0,15,0,421010168001018
7,28.5,4,2,0,1,0,421010168001022
55,44.3,44,0,7,37,0,421010168001023
53,21.8,40,0,0,34,0,421010168002000
53,26.8,41,1,0,40,0,421010168002001
60,31.8,40,0,0,32,7,421010168002002
64,40.0,48,0,0,48,0,421010168002003
76,39.0,61,0,0,59,1,421010168002004
43,26.5,29,3,2,23,0,421010168002005
27,32.5,16,0,0,15,0,421010168002006
61,47.6,47,2,0,45,0,421010168002007
44,32.5,31,5,0,22,0,421010168002008
10,12.5,3,0,0,3,0,421010168002010
42,47.0,37,33,3,0,0,421010176013022
28,14.5,10,5,3,2,0,421010176013020
59,26.5,45,28,8,7,1,421010176013021
90,30.0,65,64,0,0,0,421010176013023
57,33.5,38,16,5,12,4,421010176013024
34,30.5,22,14,0,2,4,421010176021000
79,40.2,58,31,5,14,7,421010176021001
135,28.2,103,81,2,20,0,421010176021002
157,31.9,123,96,8,18,0,421010176021003
29,21.5,16,16,0,0,0,421010176021005
20,35.0,16,16,0,0,0,421010176021006
43,18.5,22,19,0,0,0,421010176021009
64,26.8,42,24,0,16,2,421010176021010
34,31.9,25,23,1,1,0,421010176021011
124,41.4,78,77,0,1,0,421010176021012
171,23.9,116,102,9,5,0,421010176021013
186,39.5,138,103,6,28,0,421010176021014
92,37.3,62,50,0,9,0,421010176021015
126,48.1,89,71,0,16,0,421010176021016
68,29.7,56,27,2,14,13,421010291003012
205,41.4,143,53,6,25,57,421010291004000
165,27.5,111,34,5,22,50,421010291004001
241,35.9,172,77,5,39,51,421010291004003
234,30.0,166,76,6,71,9,421010291004004
15,25.5,13,6,5,1,1,421010292001000
59,24.8,46,24,2,5,15,421010292001006
106,33.0,80,33,11,26,9,421010292001007
123,39.7,86,35,7,37,2,421010292001008
219,39.5,176,104,10,35,25,421010292001009
97,25.2,65,34,0,24,5,421010292001010
185,23.5,113,28,34,40,11,421010316003003
191,32.7,138,1,0,126,3,421010065003011
118,45.0,98,1,0,89,2,421010065003012
115,49.3,94,1,3,88,2,421010065003013
2,61.0,2,1,0,1,0,421010065003014
84,33.6,58,1,0,56,0,421010065003016
106,27.5,88,0,0,84,2,421010065003017
144,32.6,110,2,1,103,2,421010065003018
100,24.2,68,0,0,68,0,421010065003019
129,29.4,96,1,1,89,0,421010065003020
161,29.6,121,1,2,109,5,421010065003021
84,27.5,59,8,1,50,0,421010066001000
58,36.5,36,1,0,31,0,421010066001001
49,35.9,36,1,0,35,0,421010066001002
125,28.7,80,8,6,55,8,421010066001003
107,31.6,85,0,3,52,29,421010066001004
64,40.7,41,4,1,31,4,421010066001005
53,23.3,35,0,3,30,1,421010066001006
68,36.4,46,0,0,42,0,421010066001007
123,35.2,103,15,5,61,13,421010066001008
144,26.9,97,8,1,83,1,421010066001009
90,35.0,59,0,3,45,9,421010066002000
41,51.5,36,5,5,11,10,421010066002001
67,30.6,40,7,0,33,0,421010066002002
141,31.8,97,8,0,58,29,421010066002003
32,32.3,29,0,2,19,6,421010066002004
121,31.3,79,14,1,60,0,421010066002005
137,28.4,109,10,9,44,40,421010066002006
29,29.5,20,1,0,15,3,421010066002007
59,60.3,55,1,14,32,3,421010091002006
126,29.7,120,10,53,35,17,421010091002003
98,25.4,93,2,67,4,20,421010091002004
101,25.8,100,1,45,5,47,421010091002005
12,24.0,12,3,3,0,4,421010091002007
13,23.5,8,3,1,0,0,421010091002009
63,71.2,59,2,4,49,1,421010091002010
485,28.5,466,21,211,63,146,421010091002011
160,25.2,153,4,41,19,83,421010091002012
32,14.7,15,0,0,8,0,421010091003000
132,27.1,128,14,56,26,29,421010091003001
49,30.3,46,5,10,18,13,421010091003002
204,27.8,195,9,85,58,35,421010091003004
59,33.8,57,7,21,26,0,421010091003005
63,31.8,52,3,24,18,5,421010091003006
204,23.4,192,11,60,46,69,421010091003007
117,58.1,98,5,4,84,0,421010281003007
53,51.2,47,4,0,40,0,421010281003008
22,56.0,17,0,2,12,0,421010281003009
37,52.8,32,12,0,19,0,421010282001000
92,30.6,63,8,0,54,0,421010282001001
155,36.9,121,0,8,110,1,421010282001002
83,30.6,57,3,3,47,2,421010282001003
147,29.4,101,14,0,87,0,421010282001004
138,36.3,95,1,0,94,0,421010282001005
15,29.2,10,1,2,7,0,421010282001006
15,69.4,14,2,0,9,0,421010282001007
7,17.5,3,3,0,0,0,421010282001008
183,31.6,144,50,12,35,44,421010291002008
146,30.3,115,28,9,15,63,421010291003001
86,32.0,60,28,2,25,5,421010291003002
139,29.9,95,24,7,14,48,421010291003003
144,44.3,115,34,9,17,54,421010291003004
61,32.4,43,12,7,7,14,421010291003005
46,54.5,32,9,5,11,5,421010291003006
155,29.8,106,53,11,13,28,421010291003007
238,36.5,168,51,12,40,63,421010291003009
286,31.7,204,71,18,64,48,421010291003010
55,66.5,43,11,9,9,14,421010291003011
100,29.0,69,45,4,18,0,421010176021017
74,20.0,40,36,0,4,0,421010176021018
59,39.5,46,32,8,5,1,421010176021019
170,29.5,119,101,4,10,3,421010176022000
185,30.7,121,99,0,21,1,421010176022001
164,33.5,122,105,7,10,0,421010176022002
50,55.7,39,8,7,22,0,421010176022003
16,50.0,13,8,1,4,0,421010176022004
39,42.1,26,0,0,26,0,421010205002009
62,29.9,44,0,0,40,0,421010205002011
9,58.5,5,0,0,5,0,421010205002012
80,45.7,61,0,3,58,0,421010205002013
109,53.3,82,6,0,73,1,421010205002014
244,28.5,146,2,5,137,0,421010205002015
52,54.0,44,1,4,39,0,421010205002016
66,31.2,47,1,0,41,0,421010205002017
121,37.5,84,9,0,73,0,421010205002018
109,47.4,68,1,0,59,0,421010205002019
86,46.4,72,2,0,70,0,421010205002020
119,34.3,86,7,0,74,0,421010205002021
105,34.1,76,7,0,66,0,421010205002022
84,33.7,72,2,1,68,0,421010205002023
55,59.2,47,8,0,37,0,421010205002024
138,29.6,92,9,1,77,0,421010205002025
74,50.2,68,0,0,67,0,421010205002026
95,31.5,67,0,4,61,0,421010205002027
292,72.4,291,6,1,230,52,421010205002028
617,30.6,549,22,140,320,52,421010206001000
54,55.0,40,0,27,8,3,421010206001001
76,52.5,66,0,54,6,0,421010206001002
38,40.3,33,2,30,0,0,421010206001003
391,20.6,383,34,219,79,44,421010206001004
33,24.2,29,0,20,5,0,421010206001005
55,24.9,35,6,26,0,0,421010206001006
59,56.8,44,7,29,6,1,421010206001007
83,49.5,70,11,50,7,0,421010206001008
234,29.0,209,12,107,59,27,421010206001009
49,37.5,45,0,37,5,1,421010206001010
66,32.0,61,0,29,17,14,421010206001012
41,61.2,34,0,30,4,0,421010219001004
190,40.5,147,40,41,31,26,421010316003000
161,26.5,111,33,15,58,0,421010316003004
112,35.5,80,11,27,35,0,421010316003005
50,21.8,33,8,8,8,5,421010316003006
58,21.7,33,8,8,16,0,421010316003007
129,42.9,95,37,25,14,19,421010316004000
149,32.4,115,25,52,25,11,421010316004001
198,28.0,144,45,51,18,27,421010316004002
136,31.0,87,31,32,15,9,421010316004003
93,38.5,63,26,26,1,7,421010316004005
112,32.0,76,33,16,7,13,421010316004006
37,13.5,15,5,0,7,0,421010316004007
137,37.9,102,13,64,0,15,421010316005000
178,42.1,150,22,62,25,30,421010316005001
146,35.9,109,16,44,18,27,421010316005002
160,34.6,113,19,41,8,41,421010316005003
144,33.7,129,38,54,2,21,421010316005004
162,33.8,115,25,47,14,23,421010316005005
188,35.8,117,12,64,2,34,421010316006000
200,33.3,141,41,57,10,31,421010316006001
129,43.9,102,10,49,24,11,421010316006002
180,34.8,144,20,82,14,23,421010316006003
189,36.6,130,34,54,13,18,421010316006004
153,34.8,111,25,41,13,27,421010316006005
33,30.3,21,9,7,0,0,421010316006006
25,14.5,10,4,1,4,1,421010316006007
141,41.3,113,7,76,2,15,421010336002017
126,30.4,85,14,44,5,8,421010336002014
146,32.9,113,6,102,0,3,421010336002015
90,29.3,68,6,43,4,9,421010336002016
123,42.8,91,14,40,6,25,421010336002018
162,37.5,122,11,56,25,14,421010336002019
139,37.8,104,14,53,6,15,421010336002020
63,36.6,48,2,44,0,2,421010336002021
217,38.5,168,7,100,12,17,421010336003000
160,34.0,119,9,82,17,5,421010336003001
171,32.8,137,24,86,9,13,421010336003002
288,28.0,205,53,68,44,3,421010336003003
197,29.1,154,26,58,30,21,421010336003004
146,34.5,109,9,31,51,11,421010336003005
17,22.3,9,5,0,2,0,421010091003008
86,30.1,75,8,38,14,12,421010091003009
19,29.5,15,6,3,2,0,421010091003010
22,31.5,17,3,1,6,5,421010091003011
145,39.5,109,1,1,100,0,421010091003012
522,71.5,512,2,34,271,192,421010091003013
79,23.0,55,4,18,20,7,421010092001000
890,28.4,558,26,11,493,18,421010092001001
100,34.0,87,4,4,61,12,421010092001002
104,29.5,93,9,0,62,19,421010092001003
163,29.8,132,7,41,68,14,421010092001005
67,26.8,57,6,18,19,14,421010092001006
138,35.3,123,0,35,47,31,421010092001007
84,33.6,75,4,28,24,15,421010092001008
90,29.7,84,5,34,22,16,421010092001009
46,40.3,43,11,14,4,7,421010092001010
85,31.4,64,7,6,45,1,421010149001006
76,36.0,53,12,0,35,1,421010149001003
22,34.0,14,0,3,8,0,421010149001004
22,27.0,18,3,1,12,0,421010149001005
70,46.0,50,5,0,43,0,421010149001007
92,41.0,68,4,0,64,0,421010149001008
106,27.7,75,8,7,59,0,421010149001009
72,22.5,45,3,0,42,0,421010149001010
86,30.5,53,0,2,50,1,421010149001011
50,38.0,32,0,0,32,0,421010149001012
113,23.5,78,1,6,62,3,421010149002000
98,32.7,67,0,6,61,0,421010149002001
99,35.6,77,7,0,65,4,421010149002002
46,29.5,37,2,1,31,0,421010149002003
64,42.0,51,1,3,46,0,421010149002004
73,32.6,58,0,15,42,0,421010149002005
70,45.7,65,0,3,60,0,421010149003000
64,27.3,45,4,0,40,0,421010149003001
96,27.7,70,0,3,60,3,421010149003002
87,24.8,68,9,2,55,0,421010149003003
29,40.8,26,3,0,13,7,421010149003004
49,32.2,33,1,3,25,1,421010149003005
37,64.2,26,2,0,21,3,421010149003006
69,51.8,61,2,0,56,3,421010149003007
89,49.5,64,5,12,45,0,421010149003009
136,45.0,105,4,11,88,0,421010149004000
85,55.8,75,5,0,65,3,421010149004001
113,36.5,92,0,4,88,0,421010149004002
99,38.2,76,2,9,58,0,421010149004003
94,34.0,78,2,6,64,0,421010149004004
102,39.5,86,0,11,74,0,421010149004005
125,55.5,111,9,91,7,3,421010219001002
55,60.7,48,0,37,6,3,421010219001003
32,27.5,18,0,10,7,0,421010219001005
56,28.6,44,1,38,2,0,421010219001006
26,42.0,21,1,20,0,0,421010219001007
6,40.0,6,1,0,1,2,421010219001008
23,36.8,21,1,16,0,3,421010219001010
42,39.0,30,3,20,6,1,421010219001011
26,64.1,25,0,25,0,0,421010219001012
50,41.7,45,2,39,0,1,421010219001013
46,50.3,33,0,25,4,4,421010219001015
433,42.6,404,11,305,47,22,421010219001016
31,50.2,28,5,23,0,0,421010219001017
37,23.8,22,2,16,0,3,421010219001018
33,24.5,25,0,20,0,2,421010219001019
85,43.5,74,1,54,9,6,421010219001020
60,58.3,40,0,34,0,0,421010219001021
74,42.0,60,0,55,3,0,421010219001022
26,37.5,22,1,20,1,0,421010219001023
25,46.8,20,1,19,0,0,421010219001024
28,43.5,28,1,23,0,4,421010219001025
21,35.5,17,0,17,0,0,421010219001026
22,44.5,16,0,13,3,0,421010219001027
19,59.5,19,1,16,0,0,421010219001028
33,36.5,23,3,13,7,0,421010219001029
287,57.5,253,5,186,48,14,421010220001000
75,37.5,59,0,34,15,7,421010220001001
30,43.0,28,1,24,3,0,421010220001002
123,59.8,105,0,98,6,0,421010220001003
536,75.7,492,11,421,31,21,421010220001004
43,66.3,33,1,29,3,0,421010220001005
115,46.1,88,6,26,4,36,421010314021006
129,36.5,106,18,39,9,31,421010314021003
139,47.3,101,13,26,17,37,421010314021004
95,27.8,71,18,19,3,25,421010314021005
93,34.5,70,22,19,4,21,421010314021007
166,35.5,112,31,27,35,19,421010314021008
